Official_Symbol_Interactor_A,Official_Symbol_Interactor_B
ACCS,ACCS
FAM107A,EFEMP2
KRT15,EXOC8
SRSF1,LNX1
RCOR3,CEP70
ZNF165,KAT7
BEGAIN,HID1
ENOX1,NIF3L1
PLSCR1,NTN4
MAD1L1,NINL
XIAP,WDYHV1
TDO2,ASMTL
KHDRBS3,BAHD1
WBP11,RTN4IP1
RBMX,CCDC33
UBE2D1,TRIM39
ZBTB16,SPOP
EWSR1,DNAJB3
TRAPPC3,TRAPPC6A
MAGEA11,COX7A2L
CCDC85B,TUBGCP4
CPSF6,WWP1
TSC22D4,FRMD6
TEX11,C10orf82
COX17,KATNAL1
VCL,ABI2
APEH,APEH
EWSR1,FASN
PRTFDC1,FLAD1
MDFI,SLC9A1
KLHL12,MED28
TRAF2,APEX2
NUDT18,TIFA
MAGEA11,NIF3L1
PNKP,KRTAP4-12
MDFI,SIX1
S100A1,S100P
PPP2CA,TRIP13
RBL1,BEGAIN
HGS,GKAP1
UGP2,ARIH2
TRIM32,UBQLN1
DVL2,DPPA2
DAZAP2,STAM2
TRIM23,C19orf57
SATB1,UBE2I
TRIM37,FXR2
CNTFR,APPBP2
PLSCR1,YIPF3
KRT19,ABI2
GPRIN2,SPRY2
NFIC,ZCCHC14
TRIP6,POM121
RAB3IL1,NUDT18
EWSR1,NLE1
MDFI,CHIC2
EWSR1,MNS1
PIN1,RAI1
NFIC,ZKSCAN7
FXR2,PSME3
TFF1,UBQLN1
EWSR1,PRUNE2
EXOC7,KXD1
TRIM17,TRIM39
CALCOCO2,PIAS4
PSMF1,KHDRBS3
ZNF446,ZNF496
TRAF2,ZBTB16
EFEMP2,PLSCR4
EWSR1,WWP2
C1orf94,MAPK1IP1L
FATE1,RNF183
NADK,LNX1
MDFI,MDFI
TRAF2,FXR2
KCTD17,RWDD4
GOLGA2,ABLIM1
TRIP13,TEX37
ILF3,MAGEA11
TNNT1,CCDC85B
STX11,TAF6L
CCDC85B,KRT20
FXR2,RALYL
PSMC4,PSMC5
TCEANC,LURAP1
MAGEA11,NOL4
SET,THAP7
MOAP1,DPPA2
CBLB,GORASP2
MDFI,C10orf62
CBLB,CRY1
HNRNPK,GRAP2
TSG101,PPFIBP2
TRAF2,SPATA2
SFN,PLEKHF2
KAT7,HOOK2
ABLIM1,BEGAIN
NCKIPSD,DMRTB1
ZBED1,NIF3L1
EPS8,CCDC85B
HNRNPK,HNRNPK
MAGEA11,CLUAP1
EFEMP2,SGTB
SAT1,FTSJ3
TSC22D4,ENKD1
TRIM23,GEM
RNF8,CEP44
ZNF250,KRTAP4-12
PCBD1,FXR2
RAI1,TESC
AP2M1,FXR2
APPBP2,MUL1
TRIM37,FAM107A
RBPMS,CDC42EP1
ACTN1,XRCC4
TRAF2,TCEANC
KRT15,TCHP
FXR2,THAP1
MBIP,MBIP
DACH1,UBE2I
TRIP13,ASB13
LRCH4,RTN4
CALCOCO2,CCDC33
MAGEA11,ENOX2
TRIP13,TRIP13
AP2B1,DHX58
EXOC7,IFT20
KXD1,NUDT18
DAZAP2,POLI
EWSR1,NDUFB1
TRIM27,FBF1
LPXN,ZNF426
KRTAP4-12,FAM27E3
ARR3,GNMT
AP2B1,MLH1
TEX11,ZNF414
TRIP13,MAD2L1BP
SFI1,RADIL
XIAP,DYNLL2
KHDRBS3,RBMX
PRKAR1A,C2orf88
GFAP,PDLIM1
MDFI,CCDC116
PSMA1,CALCOCO2
PEX5,SIRT3
PRPF3,CCDC85B
GOLGA2,ZNF250
BNIP3L,EWSR1
UBE2I,NUDCD3
HSPA2,HSPBP1
GABRD,UBQLN1
PDLIM4,RBPMS
PIN1,GGA2
CCDC85B,COPS4
RAB3IL1,RAB3IL1
GFAP,KIAA0408
PNKP,MYOZ1
TRIM27,ZBTB16
PACSIN2,PACSIN2
RNF40,TRIM51
KRT15,ZC2HC1C
FBXL18,KRTAP4-12
AP2B1,AP1M1
ENOX1,LNX1
PLSCR1,PHLDA1
EWSR1,NSUN4
FAM107A,LDOC1
MDFI,GPRIN2
SDSL,SDSL
BIRC2,JUP
ACTG1,CFL1
SUFU,GLIS3
MAGEA11,AKR1C3
MDFI,ZBTB24
RABAC1,VTA1
CCDC85B,FBF1
PCM1,ING5
TRAF2,PSMF1
APPBP2,EID3
HGS,USHBP1
BAHD1,BEGAIN
MAGEA11,PRKRIP1
ZNF263,EFEMP2
HOOK2,MCM10
DUT,SPATA2
NECAB2,CENPO
RBM10,FAM124A
RBMX,LNX1
GLRX3,NADK
KRT6B,KRT19
FOSL1,LDOC1
TRAF2,ENKD1
EWSR1,KRR1
FXR2,MEAF6
CCDC85B,THAP7
MAGEA11,KIAA0408
PTBP1,CALCOCO2
CCDC85B,MEAF6
EFEMP2,CATSPER1
TRAF2,SPG21
PIM2,CUTC
PSMF1,MIEF2
PTBP1,SNRPA
RHOXF2,DTX2
PSME3,WDR25
KRT15,LDOC1
ZBED1,TRAPPC2B
MLH1,TRIM29
PSMF1,HOOK2
CALCOCO2,RABL6
EMILIN1,MTMR9
PLSCR1,SF1
WDR6,CDC42EP4
SF3B4,SS18L1
RAB33A,RABAC1
ACTG1,ACTG1
TRAF2,BANP
PSME3,ZCCHC10
MDFI,KIAA0408
LDB1,SSBP4
USP2,BEND5
TSG101,LRSAM1
LMO2,STAT1
NECAB2,WDYHV1
MCRS1,CEP44
TRIP13,CYB5R2
FKBP6,NME7
SUMO1,C11orf65
TRIM29,TSGA10
TRAF2,TRAF3IP2
MCM6,IL36RN
KRT15,USHBP1
HPCAL4,DTX2
AP2M1,DVL2
NDC80,BLOC1S6
RPIA,LNX1
TRAF2,NIF3L1
PLSCR1,CCDC33
CALCOCO2,CPNE7
PSMC6,CCDC85B
KRT15,ANKRD36BP1
MIF,GORASP2
NME1,NME4
KRT15,KRT18
EWSR1,WWP1
TNFAIP8,MED4
FXR2,CCDC85B
EHMT2,PRRC2B
KLHL12,SNX20
DRAP1,POLE3
SRGN,SGTA
AP2B1,MEA1
XPO6,NUP62
EIF3K,EIF3L
LDOC1,ZNF408
STX4,VAMP4
SDCBP2,TIFA
ATF4,LDOC1
ASH2L,DPY30
KRT20,KRT20
CCDC85B,ZNF417
FANCG,GABPB1
GYG1,POM121
HGS,EHMT2
AKAP17A,NINL
TRAF2,KIAA0408
BAHD1,KRTAP4-12
U2AF2,CHIC2
NDC80,KLHL12
NIF3L1,NIF3L1
EFEMP2,PIDD1
ADAMTSL4,NTN4
SNAP23,ABI2
TRIP13,STAMBPL1
CCDC85B,CCDC112
MAGEA11,VTA1
MDFI,LRRN4
TRAF2,SOX30
RHOXF2,FBF1
CYTH2,CCDC120
EWSR1,RMND5B
CDKN1A,TEX11
CCDC85B,BEX2
PLSCR1,EFEMP2
BAIAP2,NCKIPSD
LPXN,PHF21A
RAB3IL1,RAB11A
IFIT1,IFIT3
ZBED1,GPN1
SAT1,TCF25
CCNK,USHBP1
ACTB,DSTN
TRIP13,HDHD3
AQP1,MDFI
ZFP36L1,MAPK14
UTP14A,NINL
CCDC85B,CHCHD3
ZBTB16,CEP72
VTA1,KCTD13
DVL2,MCRS1
TRIP13,GPSM1
SRSF6,RNPS1
MAGEA11,MCRS1
MAPK9,CEP44
TRAF2,LNX1
TADA2A,FAM107A
CCNB1IP1,CCNB1IP1
HOXB9,KRTAP4-12
UBE2I,IKZF1
APPBP2,MFSD3
SETD5,DPPA2
RBPMS,C1orf94
FXR2,C10orf62
DEF6,BEGAIN
EWSR1,SLC1A1
CCDC85B,SYT17
THAP10,KRTAP4-12
EWSR1,RASL11B
FXR2,GKAP1
GNMT,PLEKHF2
IGHM,CEP72
VTA1,NECAB2
PPP2R5D,PPFIA1
IRF3,PRDX1
ILF3,TRIP6
DVL2,ARHGEF39
TRAF2,AFF4
UBC,DAZAP2
RBPMS,RABL6
KHDRBS3,CCDC33
KXD1,ING5
TESC,CCDC91
KXD1,CCDC33
LDOC1,DPPA4
HIF1A,SSX4
GFAP,PDLIM7
ZNF581,LZTS2
BEGAIN,ZNF250
GRAP2,RBPMS
MAGEA11,UBE2D4
ARR3,DVL2
LMO3,CARF
PRMT8,PRMT8
DFFA,EWSR1
PHF1,RBPMS
TRIP13,CARD14
VIM,FAM107A
RBPMS,RBPMS
RPIA,VTA1
MDFI,ZNF679
SORBS3,RBMX
ZBTB16,LDOC1
CLK3,RSRP1
HNRNPC,RBM41
ZNF646,NINL
PLSCR1,NOC4L
MAGEA11,SNX20
TRAF2,ZNF646
CCDC85B,ZNF426
GABPB1,USO1
HIF1AN,ASB9
HNRNPK,MATR3
MDFI,SLC35A2
SPP1,PDLIM7
GNAI2,PLSCR1
AGTRAP,AGTRAP
PPARA,STAC3
KRT19,PCM1
CRY1,MDFI
PSMA1,TSC22D4
ABLIM1,TRAF2
CCDC85B,FAM214B
RTN4,PLEKHF2
EWSR1,WDR37
TRIM23,SF1
RBMX,KHDRBS2
LIMS1,RBBP8
NUDT21,NIF3L1
MDFI,ZBTB25
ZNF165,CCDC130
KRT15,KANSL1
CCNK,EFEMP2
KHDRBS3,LNX1
MTUS2,ZFP64
UBE2I,RIPK2
CCNK,KCNRG
TNNT1,PLEKHF1
KRTAP4-12,C10orf62
KRTAP4-12,ZNF764
PIN1,ZMIZ2
UNC119,C16orf74
SH3GL1,SH3GL1
ZSCAN20,SCAND1
MDFI,IQUB
ARFIP2,DTNBP1
CDK4,CDKN2D
TMEM147,ABI3
BAG6,EFEMP2
RABAC1,SPG21
PRPF3,GTPBP3
TRIM39,UBTD1
CDC42,CDC42EP1
BEGAIN,CATSPER1
SPOP,DPPA2
KRTAP4-12,CBX2
MCRS1,RALYL
KIAA0408,ABI3
NKAP,FAM124A
SERF2,RHOXF2
KRT20,COASY
CCDC85B,CCDC33
SH2D3C,EFS
HNRNPC,CCDC85B
TRAF2,UBXN11
SF1,DDX17
BEND7,PPP1R37
TEX11,TSC22D4
TRIP13,ZNF655
MDFI,CCER1
FKBP6,CCNK
EWSR1,RPS15A
NECAB2,DGCR6L
MAGEA11,PHYH
DHPS,NUDT18
FAM107A,USHBP1
EEF1G,EEF1DP3
KRT15,TUBGCP4
DDX17,WBP11
MDFI,ENKD1
STX11,CCNK
KCNRG,KCNRG
USHBP1,FBF1
CCDC85B,LNX1
CRY1,KRTAP4-12
CCDC85B,CWC25
CBS,FXR2
YWHAE,GPRIN2
EXOC7,RTN4IP1
KIAA0408,BEGAIN
RBFOX2,RHOXF2
SF1,WWP2
HGS,EXOC8
GNMT,NIF3L1
EWSR1,CPSF6
AQP5,MDFI
EWSR1,C11orf16
CCNK,RFX6
CALCOCO2,ZNF101
MCM7,RBM8A
RCBTB2,RCBTB2
TEX11,COL20A1
TRIM23,POM121
CREB3,APPBP2
UBQLN1,TMCO6
SALL2,CEP76
TRIM37,RIBC2
MBIP,NDEL1
PLSCR1,ENKD1
CDK5R1,TSC22D4
AP2M1,MED4
KRT20,ANKRD36BP1
SFN,PLK4
SMARCD1,USHBP1
IFIT2,IFIT3
C5orf22,ELOF1
CTBP2,RAI2
EWSR1,YY1AP1
JUP,WDYHV1
DAZAP2,ZNF581
CDK18,CCDC85B
GCC1,USHBP1
MAGEA11,OTUB2
VCL,C19orf57
ZNF580,TSC22D4
TOP3B,KRTAP4-12
RCN3,PRUNE2
U2AF2,PUF60
CNNM3,KRTAP4-12
KRT15,CCDC185
EWSR1,RNF183
SAT1,TSC22D4
UBE2I,PDLIM7
MDFI,DHRS1
SPG21,CTPS2
RILPL2,RILPL2
AP2M1,IKZF1
NINL,GPKOW
DTNB,TRAF2
PAFAH1B3,LNX1
TRIM37,RHPN1
VASP,DMRTB1
ADAMTSL4,CATSPER1
PLOD3,FAM153A
CCDC112,TEX9
SDCBP2,ZCCHC17
MAGEA11,PNKD
NME4,TRIP13
GMDS,GMDS
SPG7,KRTAP4-12
COPS4,USHBP1
RAP1GDS1,MBIP
MDFI,SERF2
TEX11,CFAP53
EWSR1,MTCP1
EIF4E2,EIF4ENIF1
NDUFA5,DAZAP2
GOLGA2,TUBGCP4
APPBP2,WDR24
EWSR1,TULP2
RABL2B,CEP19
VIM,KRT20
RAD23A,SQSTM1
RBPMS,ARHGEF39
ISG15,USP18
NRIP1,LDOC1
TRIM23,GGA2
ZBTB43,LMO3
CCDC85B,LZTS2
EZH2,CCDC85B
BNIP3L,BNIP3L
CHIC2,KRTAP4-12
KRT15,RCOR3
SNAP25,STX11
HSPB8,HSPB7
THG1L,ELMOD1
RPIA,WDYHV1
KRT15,KRT20
KRTAP4-12,KRTAP4-12
RADIL,RHOXF2
TPM1,KXD1
DVL2,U2AF2
TXNL4A,RHEBL1
CCDC85B,IKZF5
PBXIP1,DPPA2
IL16,USHBP1
EWSR1,RBPMS
HACL1,ZMYND19
NINL,LZTS2
GSE1,NUDT18
DAZAP2,AATF
MDFI,ZNF559
FXR2,RABAC1
GLUL,PLEKHF2
USHBP1,FATE1
RPIA,RPIA
EWSR1,KEL
EIF3E,GPBP1L1
LRRC41,RBPMS
SHC1,CALCOCO2
KRT15,TSG101
APIP,NUDT18
LDOC1,GNL3L
MAGEA11,NDEL1
TRAF2,AASDHPPT
HOXA1,CHIC2
TNNI1,CCDC85B
ILF3,KRTAP4-12
NINL,ZFC3H1
GFAP,VIM
RAD54B,ZNF580
HOOK1,ZNF250
CPSF6,ARMC7
EWSR1,MYOZ2
HIF1AN,FBF1
DACH1,NAGK
SFN,MARK3
KXD1,IFT20
EWSR1,FAM131C
ZNF24,CCDC130
DVL2,TIFA
ATF4,TREX2
THAP1,C1orf35
MDFI,MFSD3
CCDC85B,CCDC185
CALCOCO2,GABARAPL2
CTBP2,TEAD3
MAPK9,ZBTB25
RFX2,RFX6
PLSCR1,ATG12
MPP1,AMOTL2
UBE2I,ZNF646
TUBGCP4,SDSL
CKB,ASB9
DCUN1D1,TRIM39
GPSM1,USHBP1
HMG20A,MAGOHB
PMM1,RAB6A
FANCG,ZBED1
KRTAP4-12,CCDC116
HOMER1,ABI3
ZNF165,ZNF446
NINL,KANSL1
PAFAH1B3,PAFAH1B3
EWSR1,HMGA1
SNAP23,ABI3
HNRNPK,RBM42
VPS72,CALCOCO2
BYSL,TRIM37
DGCR6L,KCNRG
DUSP6,MDFI
SORBS3,KIAA1217
DCTD,CEP76
CCNK,RBPMS
TRAF2,THAP7
NMI,HGS
KRTAP4-12,CCDC185
FBF1,IFT20
RBM7,CCDC85B
CCNH,PSMA1
NUDT21,CPSF7
FZD7,UBQLN1
UBB,DAZAP2
ZNF821,LURAP1
RBPMS,ZNF581
MDFI,FASTK
CDC23,RAD54B
MTMR9,MTMR9
MAGEA11,NDUFB9
USP2,CCDC85B
MAGEA11,MYOZ1
BAG6,KLHL12
EIF4EBP3,EIF4E2
RAD23A,UBL7
VIL1,TEX11
PLSCR1,NEU4
NIF3L1,TIFA
KLHL12,LNX1
MAD2L1,TSC22D4
SQSTM1,GABARAPL1
NADK,NUDT18
ARRB1,GNMT
SPEF1,PLEKHF2
ZBTB43,MCM10
FXR2,PAICS
RPS26,TSR2
PSMA1,NMI
TRAF2,CCDC33
NONO,MAD1L1
CCDC85B,SETD5
CCDC85B,FAM50B
NCS1,DTX2
KLHL2,KLHL12
CSTF2T,UBQLN1
HNRNPK,RBM7
MTF1,AP1M1
SH3GL1,SH2D4A
TSC22D4,CCDC42
EWSR1,NPPB
ZMYND10,TSC22D4
CTNNBIP1,BEND5
NUDT18,KCTD13
GABPB1,LMO3
IFT27,HSPB11
WDR5,MBIP
SS18L1,RFX6
CCDC33,USHBP1
THAP1,NKAP
RALYL,RALYL
RBPMS,GSE1
KRT6A,CCDC85B
ZNF426,KRTAP4-12
SIAH1,AFF4
AP2B1,TUBGCP4
HOXB6,PLSCR1
CDC23,RBPMS
GNMT,NUDT18
BEGAIN,ZNF417
COL8A1,KLHL12
DTX2,RFX6
EWSR1,HERPUD1
RPIA,NIF3L1
BLMH,KBTBD7
DAZAP2,TOLLIP
CCDC85B,SYTL4
EWSR1,CD177
PRPSAP1,PRPSAP1
MDFI,ZNF607
APPL2,RAB22A
FAM189A2,BAG3
CCDC85B,MOAP1
RABAC1,FAM160A2
PSME3,KANSL1
MBIP,DGCR6L
TRAF2,TRPT1
MDFI,THAP7
BLOC1S6,BLOC1S6
NIF3L1,KCTD17
MDFI,OTX1
UBE2I,IKZF3
TRAF2,ZBTB43
KRT15,KRT19
OGDH,PLSCR1
EMD,CREB3
GPBP1L1,PLEKHF2
AP2M1,RUNDC3A
EWSR1,RPL31
HNRNPC,KRAS
CALCOCO2,ZNF451
FBP1,FXR2
TAP1,KRTAP4-12
AMOTL2,GCC1
PLSCR1,MED15
PAX6,IPO13
TRIM37,ZNF655
NINL,DCTN5
SNAP29,LURAP1
NBPF3,TSEN15
PFKL,KRTAP4-12
YWHAE,SORBS2
EWSR1,VPS72
ACTL6A,EWSR1
MDFI,PIN1
TRAF2,SPRY2
ZNF205,CCDC85B
TREX1,RIBC2
MRI1,MRI1
NONO,PLEKHF2
ZC3H10,ZC3H10
TRAF2,APPL1
AQP1,EFEMP2
NINL,SH3BP5L
MDFI,TRAF3IP2
PHC1,SFMBT1
TRIP13,LNX1
HGS,MIF4GD
TRAF2,GORASP2
HNRNPC,HNRNPC
MAGEA11,ARHGAP29
RAD54B,GORASP2
HHEX,KRTAP4-12
GABARAPL2,BCL2L13
RBPMS,CCER1
HIF1AN,ASB13
ILF3,MDFI
NINL,TSPYL4
CALCOCO2,DBNDD2
KRT15,USP2
GCC1,FBF1
LPXN,IMP3
MAPK9,SF3B4
USO1,C1orf94
GINS2,GINS4
CALCOCO2,ZNF638
KRT15,C1orf216
PLSCR1,IP6K2
PDLIM7,ENKD1
VIM,KIAA0408
IL36RN,SSBP4
EWSR1,RAD23A
UTP14A,CEP70
TRAF2,TRAF6
LDOC1,AATF
ZNF263,ZNF446
RARA,RXRG
LIMS1,LPXN
SIX1,CCDC85B
SFN,WDYHV1
TRAF2,TRIM31
CCDC85B,FASTKD5
TRIP13,RBPMS
C20orf27,RALYL
KRTAP4-12,ZNF439
FLAD1,FLAD1
AIMP2,LMO3
CCDC85B,RBM41
RBBP8,HID1
RHOC,ARHGAP1
TRAPPC3,TRAPPC2L
CTBP2,NOL4
TRIM29,LZTS2
PSMA1,RAD54B
CCDC85B,CCDC120
ACCS,FBF1
DVL3,KLHL12
FXR2,LCMT1
KHDRBS3,NUDT18
RIBC2,TEX11
ZNF638,KRTAP4-12
ILK,PARVA
KIAA0408,HOOK2
GTPBP3,GTPBP3
CDC25A,NAA10
MAGEA11,MLF1
CCNK,CEP76
CALCOCO2,FBXL18
NDUFA5,NDUFB1
SNF8,VPS25
NT5C2,NME7
RPS14,TAF9
LDOC1,ZNF250
GLRX3,KRTAP4-12
EWSR1,MAGEA11
TEAD4,WWTR1
CCDC85B,AKIRIN2
CDC42EP3,CDC42EP3
RTN3,FAM160A2
GRN,FAM131C
SDCBP2,BEND7
LNX1,TIFA
DTNB,CCDC85B
POM121,CEP55
LDOC1,IKZF5
TRIP13,DTX2
TANK,ZC3H12A
APEX2,HOOK2
PLSCR1,FBXL18
PLOD3,EHMT2
ATG12,KRTAP4-12
SAT1,TACO1
FTH1,FXR2
PRC1,KRT20
SDCBP2,DPPA2
APEH,UBA5
AP2B1,LDLRAP1
JUP,RIBC2
NCK2,ABI2
RTN3,RTN4
ABI2,KRT20
DAZAP2,ZFAND2B
UBE2D4,TRIM39
CEP72,LNX1
EIF4A3,CCDC174
KRT17,CCDC85B
THAP1,THAP1
EWSR1,CFDP1
PRTFDC1,EEF2KMT
TPM3,KXD1
KRT15,ABI3
HOOK2,ZNF250
SGTA,EFEMP2
MDFI,WDYHV1
TNIP1,MAGEB18
EWSR1,DMRTB1
COL8A1,KRTAP4-12
TRAF2,RIBC2
FASTK,RBPMS
RABAC1,LNX1
AEBP2,RALYL
ZFP36,CCDC85B
HOXA9,RBPMS
RAB3IL1,RAB3IP
CCDC85B,AGGF1
RTN1,PLEKHF2
TUBGCP4,RPRD1B
PSME3,NUDT18
BLOC1S6,EXOC8
CXADR,EWSR1
DYNC1I1,DYNLL2
CHMP4A,SYT17
LMO2,MAPRE3
LIMS1,EHMT2
NME1,POLR1C
DPPA2,DPPA2
CTBP2,AKTIP
ZC4H2,KXD1
KRT19,EXOC8
EIF3H,ABI3
SPG21,MTMR9
TRIP6,CATSPER1
ZNF446,DGCR6L
NECAB2,TEX11
TRIP13,PLSCR4
SFN,CHST1
DVL3,KAT7
DHPS,EIF5A2
SELENBP1,TRIP13
GSTZ1,GSTZ1
PLSCR1,NECAP2
JUNB,NINL
EWSR1,ZNF165
THAP1,ZNF408
IFFO1,RNF183
PCBD1,LNX1
UBQLN1,UBQLN1
EWSR1,SSBP2
EWSR1,TPGS2
MDFI,ZNF707
EWSR1,RAB37
HNRNPC,RALYL
SPP1,CTNNBL1
PLK4,MTUS2
NECAB2,GTPBP10
PIH1D1,TSC22D4
TRIP6,NCK2
CBX5,PRR14
CRX,M1AP
SUFU,RCN3
NRIP1,TEX11
NINL,ZNF426
HGS,LDOC1
PKN1,CCDC85B
FXR2,KCNRG
EFEMP2,LINGO1
NME7,TCHP
KRTAP4-12,ZNF417
S100A1,S100A1
CPSF6,KLHL12
HPRT1,WDYHV1
MCM6,PSMA1
ZNF205,CALCOCO2
DHPS,RPL9
HACL1,HACL1
MDFI,ZNF439
SORBS3,DMRTB1
KRT6A,KRT15
CCDC85B,MCM10
ZFHX3,NINL
U2AF2,LURAP1
MOB1A,KXD1
SALL2,ZMIZ2
KLF6,EHMT2
DVL2,DDI1
PLSCR1,PLSCR4
FHL3,AIMP2
ZBTB25,KXD1
PITX1,RBPMS
KRT20,ZC3H14
HOXB9,MDFI
MAGEA11,ZBTB16
CETP,EWSR1
STMN2,TEX11
DAZAP2,NOC4L
TSNAX,PBXIP1
TRAF2,DLGAP5
FHL3,RFX6
NME3,SGTA
BBS2,PSME3
SERF2,PSME3
CRK,PLSCR1
RHOXF2,NEU4
FXR2,CALCOCO2
ZBTB16,VTA1
TRIM37,DLGAP5
EWSR1,NDUFV1
MAGEA11,PRDX3
ACTB,ACTG1
AP2M1,RSPH14
DVL2,RNPS1
ACTN4,MYOZ2
EIF4E2,KRT20
ABLIM1,LDOC1
SAT1,DNPEP
EMC2,EMC9
LMO3,KXD1
MDFI,FBXW5
APPBP2,ZCCHC12
DVL2,CPSF7
MDFI,RFX2
KRT20,ZC2HC1C
ZNF24,ZNF446
PHC2,PHC2
MAGEA11,TRIM51
NME1,GORASP2
LDB1,LMO3
DAZAP2,RBFOX2
PTK2,ATG12
CCDC85B,CCDC116
GLRX3,EFEMP2
MDFI,CCDC120
TRIM29,GCC1
FHL3,MED15
VIM,APIP
MCM6,SCNM1
TRIM21,NIF3L1
TNNT1,PPFIA1
MAGEA1,TRIM31
BLOC1S6,LURAP1
MEOX2,SAMM50
KRT6A,KRT17
HOMER3,DYNLL2
PLSCR1,PCED1A
CCDC85B,TCHP
ZNF250,CEP44
MLH1,ZC3H11A
TRAF2,CHMP2B
EIF4H,C11orf68
TRIP13,GLYCTK
PDCD6,MAPK1IP1L
TNNT1,TNNT1
APIP,VPS25
TEAD4,CCDC85B
RAD54B,MYO15B
KRTAP4-12,LNX1
ADAMTSL4,KRTAP4-12
DOCK10,LURAP1
CD99,UBQLN1
APPBP2,WNT5B
NAGK,LNX1
CALCOCO2,MCM10
RARA,RXRB
AP2B1,THAP1
SERTAD1,KLHL42
EPS8,AIMP2
CUTC,NADSYN1
SERTAD3,USHBP1
NCK2,KIAA1217
CBFA2T2,WDYHV1
SERF2,RBPMS
MDFI,RABL6
NECAB2,NECAB2
KRT19,ZNF638
AP2B1,POM121
KRT18,LDOC1
KRT19,USHBP1
TRAF2,ZFAND6
PLSCR1,KRTAP4-12
FCHSD2,CCDC85B
SMN1,LENG8
KRT18,EXOC8
RBM7,RBMX
CALCOCO2,POLI
CCDC85B,DOK5
CCDC85B,LMO3
STX11,KXD1
DNPH1,DNPH1
IGLC1,UBQLN1
FHL3,CDC42EP1
EWSR1,DYNLL2
PSMC5,RORA
AAR2,EAPP
KIAA0408,CCDC85B
FANCG,SAMD3
DVL2,SNF8
CCND3,DTNBP1
SAT1,SAT2
EFEMP2,FAM124B
TRAF2,IPO11
ZMYND19,KCTD13
SMAD4,SMAD9
TRAF2,KANSL1
EEF1D,EEF1G
APEX2,EFEMP2
CRK,DPPA4
TRIM37,PNKP
PHC2,LMO3
PCM1,ABI2
CCND2,CDKN1A
TRIM39,PLCD4
SEC24D,SEC23B
DDX39A,SARNP
RIBC2,EFEMP2
MAP3K7CL,TAB3
VTA1,MBIP
CCDC85B,MBIP
VTA1,KLHL12
PLSCR1,GPRIN2
SCAND1,ZSCAN32
CBS,HID1
LNX1,KCTD13
GCSH,NMI
CALCOCO2,PTBP2
ZBED1,NUDT18
EWSR1,NBPF3
AKR7A2,AKR7A3
NKAP,CEP70
SRSF4,SRSF6
PRR13,KRTAP4-12
LIN37,TEX11
MDFI,DCAF8
LNX1,MAGEB18
TREX1,IFT20
VIM,TUBGCP4
CCDC85B,RIBC2
AIMP2,LNX1
SF1,RBPMS
GPRIN2,KRTAP4-12
THAP7,KRTAP4-12
PDE9A,PHYHIPL
POLR2L,CCDC85B
NECAB2,RCOR3
MDFI,TINAGL1
MORF4L1,MRFAP1L1
PCM1,EXOC8
MAGEA11,TRMT1
MDFI,ZNF408
NINL,CLEC1B
NINL,SYT17
CCND3,EFEMP2
PARP11,GTPBP3
AKR7A3,AKR7A3
HNRNPK,NPDC1
BUB1,CRK
DRG1,RWDD1
ZBED1,GPSM1
CCNDBP1,ZNF334
VTA1,DPPA2
APIP,LNX1
HOXA1,KRTAP4-12
ZBED1,NIP7
ADAM15,TRIP13
ZNF232,ZNF446
UBE2D4,DTX2
MDFI,SFI1
GSE1,RCOR3
ZNF263,SPG21
RABAC1,DUSP12
TRAF2,HINFP
CCDC85B,EXOC7
KXD1,RNF183
KCTD17,LNX1
VPS72,CCDC85B
VPS33B,VIPAS39
DDX17,LNX1
MAPRE2,NIF3L1
PIK3R3,DRAP1
FHL3,LNX1
DYNLT3,TESC
TRAF2,USP2
SFN,TBL3
KRT15,NOC4L
PTS,PTS
SF3B4,SF3B2
MDFI,SPG7
HNRNPC,ZNF581
GABARAPL2,UBA5
HNRNPC,FXR2
TRIM37,PRC1
CDC23,TSC22D4
RAP1GDS1,ZNF451
HNRNPC,PHKB
FXR2,TSC22D4
ZNF263,TRIM41
KRT15,WAC
PUF60,PUF60
CEP72,ZNF417
MED28,USHBP1
TSNAX,MRFAP1L1
GFAP,SH3YL1
MDFI,ZNF136
AP2B1,NECAP2
MCRS1,CCDC85B
TRIP13,DDAH2
COPB1,TRIM37
LMO2,DAZAP2
ARL6IP1,INPP5K
TRIM23,LNX1
NECAB2,LNX1
EFS,TRAPPC6A
RUNX1T1,C19orf57
APPBP2,RRS1
BLOC1S6,WDYHV1
ZNF408,RALYL
SPRY2,ADAMTSL4
PRPS1,SPG21
BET1,USHBP1
UTP6,KXD1
NFIC,TKTL2
CEACAM5,EWSR1
NUDT18,KRTAP4-12
GCC1,CPSF7
TEX11,HYI
PITPNC1,AGTRAP
EWSR1,GPBP1L1
MAGEA11,TMEM123
PAFAH1B3,CHMP7
KRT18,CCDC85B
CCDC87,CCDC155
EWSR1,SERP2
FXR2,KXD1
CCDC85B,ZNF638
MAGEA11,BEX2
EMD,BEND7
NME5,DYDC2
CALCOCO2,AP5B1
CCDC185,LURAP1
RABAC1,NUDT18
RALBP1,HOOK2
STK16,RPIA
KIAA1217,EXOSC5
RCN3,HID1
TRAF2,SETD5
HPCAL1,DTX2
DNMT3L,RSL24D1
TRAF2,FATE1
PAFAH1B3,SDCBP2
TRAF2,EXOC3-AS1
